weather_condition,distance_km,delivery_time_hours,time_diff_bin
cold,201.7,6,Mucho antes
hot,188.9,4,Mucho antes
rainy,106.7,7,Mucho antes
rainy,106.5,5,Mucho antes
foggy,246.3,6,Mucho antes
rainy,84.6,8,Mucho antes
cold,20.6,2,Mucho antes
foggy,96.8,5,Mucho antes
stormy,46.8,4,Mucho antes
hot,84.9,3,Ligeramente antes
clear,95.6,3,Mucho antes
stormy,60.6,8,Mucho antes
foggy,89.5,4,Mucho antes
hot,189.4,4,Ligeramente antes
foggy,171.1,7,Mucho antes
clear,20.0,0,Mucho antes
foggy,88.5,6,Mucho antes
cold,136.4,3,Mucho antes
cold,9.1,1,Ligeramente antes
rainy,289.3,13,Mucho tarde
stormy,71.5,10,Mucho antes
stormy,193.2,10,Ligeramente tarde
hot,35.1,3,Mucho antes
rainy,114.9,8,Mucho antes
foggy,7.3,5,Mucho tarde
cold,41.3,1,Mucho antes
hot,38.7,3,Mucho antes
clear,188.6,5,Mucho antes
foggy,7.9,3,Mucho antes
clear,99.0,4,Mucho antes
hot,56.5,2,Ligeramente antes
foggy,201.5,9,Mucho antes
hot,12.9,1,Mucho antes
cold,187.4,6,Mucho antes
foggy,177.1,7,Mucho antes
cold,34.5,2,Mucho antes
foggy,209.6,8,Ligeramente antes
rainy,64.3,4,Mucho antes
hot,28.9,2,Ligeramente antes
clear,21.1,2,Ligeramente antes
stormy,291.2,12,Mucho antes
clear,85.0,3,Ligeramente antes
stormy,255.9,12,Mucho tarde
rainy,158.1,7,Mucho antes
cold,256.9,7,Mucho antes
rainy,240.4,10,Ligeramente tarde
rainy,79.1,7,Mucho antes
hot,146.2,4,Ligeramente antes
stormy,68.0,7,Mucho tarde
stormy,108.9,9,Mucho antes
rainy,291.1,10,Mucho antes
rainy,118.4,4,Mucho antes
rainy,37.6,5,Mucho antes
hot,159.2,6,Mucho antes
stormy,214.5,14,Mucho tarde
rainy,100.0,7,Mucho antes
clear,139.1,6,Ligeramente tarde
stormy,244.8,12,Mucho tarde
clear,93.4,3,Mucho antes
cold,260.7,7,Mucho antes
rainy,231.3,8,Ligeramente tarde
foggy,227.9,6,Mucho antes
stormy,263.3,13,Mucho antes
rainy,184.8,9,Ligeramente tarde
cold,132.6,4,Mucho antes
stormy,259.3,10,Mucho antes
hot,178.5,5,Mucho antes
clear,93.1,2,Mucho antes
stormy,67.9,6,Mucho tarde
hot,108.7,4,Mucho antes
foggy,226.4,8,Mucho antes
hot,64.9,4,Mucho antes
clear,201.3,4,Mucho antes
stormy,128.2,10,Mucho antes
hot,49.2,1,Mucho antes
stormy,193.3,8,Mucho antes
clear,293.2,12,Mucho antes
foggy,10.4,2,Ligeramente antes
hot,191.1,6,Mucho antes
clear,46.9,1,Mucho antes
foggy,10.0,1,Ligeramente antes
hot,59.4,2,Mucho antes
foggy,44.0,6,Mucho antes
foggy,82.6,6,Mucho tarde
stormy,186.8,8,Mucho antes
stormy,267.2,12,Mucho antes
rainy,23.6,6,Mucho antes
clear,72.6,4,Ligeramente tarde
hot,7.5,2,Mucho antes
hot,149.5,4,Ligeramente antes
rainy,109.3,9,Mucho antes
rainy,273.4,10,Mucho tarde
clear,38.7,3,Mucho antes
rainy,148.3,9,Mucho antes
foggy,250.4,14,Mucho antes
hot,217.5,7,Mucho antes
cold,184.2,5,Mucho antes
cold,205.7,6,Ligeramente antes
foggy,251.3,7,Ligeramente antes
clear,139.9,7,Ligeramente antes
cold,144.4,5,Mucho antes
clear,36.3,2,Mucho antes
clear,290.8,7,Ligeramente antes
hot,274.7,9,Ligeramente tarde
clear,201.1,6,Mucho antes
stormy,156.2,9,Ligeramente tarde
cold,173.0,4,Mucho antes
cold,53.2,1,Mucho antes
rainy,207.8,10,Ligeramente tarde
rainy,218.9,11,Mucho antes
rainy,184.5,8,Mucho antes
foggy,3.6,3,Mucho antes
hot,23.5,1,Mucho antes
rainy,44.3,6,Mucho antes
rainy,214.1,12,Mucho tarde
foggy,128.5,5,Mucho antes
stormy,243.6,13,Mucho tarde
rainy,289.2,13,Mucho tarde
clear,155.5,3,Mucho antes
cold,95.3,2,Mucho antes
cold,174.1,5,Ligeramente antes
foggy,98.4,7,Mucho tarde
stormy,118.5,11,Mucho tarde
foggy,21.6,4,Ligeramente tarde
foggy,101.0,7,Mucho antes
hot,292.1,8,Mucho antes
foggy,224.5,10,Ligeramente tarde
hot,280.7,10,Ligeramente tarde
rainy,94.9,6,Mucho antes
rainy,67.2,7,Mucho antes
rainy,22.3,4,Mucho antes
foggy,167.9,6,Mucho antes
cold,243.4,9,Ligeramente tarde
stormy,292.9,12,Mucho antes
rainy,63.0,3,Mucho antes
clear,22.1,0,Mucho antes
rainy,134.1,7,Mucho antes
foggy,119.6,3,Ligeramente antes
foggy,184.4,9,Mucho tarde
rainy,174.2,7,Ligeramente tarde
rainy,174.2,6,Mucho antes
rainy,288.5,11,Mucho tarde
rainy,243.0,12,Mucho tarde
cold,149.2,4,Mucho antes
rainy,58.9,7,Mucho antes
rainy,251.6,12,Mucho antes
clear,17.4,2,Mucho antes
clear,110.7,2,Mucho antes
cold,99.4,4,Ligeramente tarde
hot,11.3,1,Mucho antes
rainy,103.8,7,Mucho antes
rainy,62.8,5,Mucho antes
clear,191.3,9,Mucho antes
clear,88.3,3,Mucho antes
hot,277.6,8,Ligeramente antes
foggy,220.2,9,Ligeramente tarde
foggy,39.4,2,Mucho antes
hot,233.9,5,Mucho antes
foggy,278.9,11,Mucho tarde
cold,15.4,0,Mucho antes
stormy,122.3,9,Mucho antes
rainy,268.3,10,Mucho antes
stormy,48.7,4,Mucho antes
rainy,244.3,8,Ligeramente antes
foggy,38.4,3,Mucho antes
hot,75.9,2,Mucho antes
cold,198.2,5,Ligeramente antes
stormy,8.9,3,Mucho antes
cold,235.3,6,Ligeramente antes
foggy,202.4,7,Ligeramente antes
foggy,284.4,11,Mucho tarde
cold,3.6,0,Mucho antes
rainy,59.2,8,Mucho antes
clear,125.9,5,Mucho antes
foggy,215.3,10,Mucho antes
clear,146.9,3,Mucho antes
clear,33.7,3,Ligeramente tarde
stormy,16.0,7,Mucho tarde
rainy,104.7,5,Mucho antes
clear,48.6,1,Mucho antes
foggy,53.8,2,Mucho antes
cold,89.2,3,Mucho antes
foggy,175.2,7,Ligeramente tarde
rainy,235.5,7,Ligeramente tarde
rainy,63.3,4,Mucho antes
rainy,129.8,5,Mucho antes
stormy,217.3,11,Mucho antes
foggy,258.1,7,Ligeramente antes
stormy,63.5,7,Mucho tarde
foggy,252.3,6,Mucho antes
stormy,131.1,11,Mucho tarde
cold,194.5,6,Mucho antes
hot,139.8,4,Mucho antes
cold,223.8,6,Mucho antes
clear,216.6,8,Mucho antes
rainy,155.8,9,Mucho antes
clear,286.2,8,Ligeramente antes
hot,271.2,9,Mucho antes
foggy,102.1,5,Mucho antes
clear,36.9,2,Mucho antes
foggy,44.9,5,Mucho antes
stormy,78.4,5,Mucho antes
rainy,196.5,8,Mucho antes
rainy,56.9,5,Mucho antes
rainy,169.2,5,Mucho antes
stormy,225.1,12,Mucho antes
clear,63.0,2,Mucho antes
foggy,93.0,6,Mucho antes
stormy,14.5,5,Mucho antes
stormy,35.3,5,Mucho tarde
foggy,112.9,4,Mucho antes
hot,83.1,3,Ligeramente antes
hot,64.8,2,Mucho antes
foggy,98.7,6,Mucho tarde
stormy,33.5,4,Mucho antes
clear,218.5,6,Ligeramente antes
rainy,178.5,10,Mucho antes
rainy,79.4,8,Mucho tarde
hot,41.6,3,Mucho antes
foggy,13.5,5,Mucho antes
clear,204.2,8,Mucho antes
stormy,64.8,7,Mucho tarde
stormy,129.9,11,Mucho tarde
cold,177.4,5,Ligeramente antes
stormy,107.5,4,Mucho antes
cold,12.0,2,Mucho antes
rainy,157.7,8,Ligeramente antes
foggy,281.7,8,Mucho antes
rainy,39.4,6,Mucho antes
foggy,113.5,6,Ligeramente tarde
clear,95.0,2,Mucho antes
foggy,73.0,5,Mucho antes
stormy,189.7,12,Mucho tarde
rainy,111.7,7,Mucho antes
foggy,94.9,9,Mucho antes
stormy,52.0,3,Ligeramente antes
cold,109.7,2,Mucho antes
rainy,297.1,16,Mucho tarde
stormy,260.4,11,Mucho tarde
cold,29.7,1,Mucho antes
clear,190.0,6,Ligeramente tarde
foggy,145.3,6,Mucho antes
foggy,204.0,9,Mucho antes
cold,282.2,11,Mucho tarde
clear,28.1,1,Mucho antes
cold,166.7,4,Mucho antes
stormy,21.7,5,Mucho antes
clear,112.2,3,Mucho antes
cold,135.7,5,Mucho antes
hot,26.4,2,Ligeramente antes
hot,73.7,5,Mucho antes
rainy,172.1,11,Mucho antes
rainy,68.4,5,Mucho antes
hot,216.2,5,Mucho antes
rainy,200.3,7,Mucho antes
foggy,149.7,5,Mucho antes
cold,168.2,5,Mucho antes
cold,97.6,2,Mucho antes
clear,165.3,7,Ligeramente tarde
hot,97.1,2,Mucho antes
hot,272.1,12,Mucho tarde
cold,25.9,3,Mucho antes
rainy,61.8,5,Mucho antes
hot,76.4,5,Ligeramente tarde
rainy,236.5,9,Mucho tarde
foggy,136.2,5,Mucho antes
clear,167.0,4,Mucho antes
hot,89.3,6,Mucho antes
rainy,81.4,6,Mucho antes
foggy,194.9,6,Mucho antes
clear,206.2,5,Mucho antes
stormy,155.9,6,Mucho antes
stormy,211.4,13,Mucho antes
hot,232.2,7,Mucho antes
foggy,31.4,2,Mucho antes
hot,71.2,1,Mucho antes
stormy,186.9,9,Ligeramente tarde
clear,262.3,6,Mucho antes
clear,243.6,10,Ligeramente tarde
rainy,175.3,5,Mucho antes
hot,133.7,6,Mucho antes
foggy,10.7,3,Mucho antes
clear,276.6,4,Mucho antes
foggy,223.6,9,Mucho antes
hot,86.0,2,Ligeramente antes
hot,152.2,5,Mucho antes
rainy,72.5,7,Mucho antes
rainy,274.7,15,Mucho tarde
foggy,135.1,4,Mucho antes
rainy,256.3,10,Ligeramente tarde
stormy,186.3,8,Mucho tarde
hot,158.0,5,Mucho antes
stormy,272.1,12,Mucho tarde
cold,42.3,2,Mucho antes
stormy,20.3,5,Mucho antes
hot,199.3,6,Mucho antes
foggy,274.7,11,Mucho antes
rainy,40.9,6,Mucho antes
foggy,73.6,4,Mucho antes
stormy,120.5,9,Ligeramente tarde
clear,279.7,10,Mucho antes
foggy,256.0,10,Ligeramente tarde
clear,291.5,8,Mucho antes
rainy,232.4,9,Ligeramente tarde
hot,105.2,4,Ligeramente antes
foggy,16.8,5,Mucho antes
hot,185.0,8,Mucho antes
stormy,268.5,11,Mucho antes
foggy,134.6,7,Mucho tarde
foggy,118.3,7,Ligeramente antes
hot,238.0,6,Ligeramente antes
stormy,120.4,6,Mucho antes
hot,220.3,8,Ligeramente tarde
rainy,63.2,6,Mucho antes
stormy,190.4,14,Mucho tarde
rainy,171.4,8,Mucho tarde
cold,132.1,5,Ligeramente tarde
cold,99.3,6,Mucho tarde
rainy,185.1,10,Mucho tarde
rainy,284.3,10,Mucho antes
rainy,92.9,7,Mucho antes
clear,17.8,1,Mucho antes
clear,263.6,8,Ligeramente antes
clear,6.5,2,Ligeramente antes
clear,20.1,1,Mucho antes
hot,43.9,3,Mucho antes
hot,224.3,9,Mucho antes
clear,21.5,1,Mucho antes
stormy,149.2,5,Mucho antes
stormy,42.3,6,Mucho antes
rainy,167.2,8,Mucho antes
stormy,146.4,7,Mucho tarde
hot,93.9,6,Mucho antes
cold,172.0,7,Ligeramente antes
clear,92.6,3,Mucho antes
clear,252.3,5,Mucho antes
foggy,278.1,9,Ligeramente tarde
hot,156.1,7,Ligeramente antes
cold,37.9,3,Mucho antes
stormy,97.4,9,Mucho antes
rainy,246.5,6,Mucho antes
rainy,63.2,7,Mucho antes
hot,39.1,4,Mucho antes
hot,288.9,7,Ligeramente antes
clear,165.7,7,Mucho antes
cold,139.2,6,Mucho antes
rainy,277.1,16,Mucho tarde
stormy,161.4,7,Ligeramente antes
rainy,149.0,4,Mucho antes
rainy,90.8,7,Mucho tarde
cold,203.0,7,Ligeramente antes
stormy,214.5,12,Mucho antes
rainy,41.5,3,Ligeramente tarde
foggy,234.4,5,Ligeramente antes
rainy,133.2,4,Mucho antes
hot,126.3,3,Mucho antes
clear,271.5,9,Mucho antes
foggy,47.8,4,Mucho antes
foggy,147.5,6,Mucho antes
clear,135.8,3,Ligeramente antes
rainy,180.9,10,Ligeramente tarde
stormy,67.5,5,Mucho antes
rainy,74.8,4,Mucho antes
stormy,16.3,8,Mucho tarde
foggy,243.1,9,Mucho antes
cold,29.3,2,Ligeramente antes
foggy,184.3,5,Mucho antes
foggy,10.0,3,Mucho antes
rainy,177.7,12,Mucho tarde
clear,69.4,3,Mucho antes
cold,200.0,6,Mucho antes
rainy,230.4,9,Ligeramente tarde
clear,293.7,6,Ligeramente antes
clear,223.8,7,Ligeramente tarde
hot,284.0,5,Mucho antes
foggy,279.4,14,Mucho antes
stormy,85.1,5,Ligeramente tarde
clear,120.5,6,Mucho antes
foggy,124.3,4,Mucho antes
rainy,104.4,7,Mucho antes
hot,222.1,6,Mucho antes
hot,115.7,3,Mucho antes
clear,276.4,6,Mucho antes
cold,168.0,5,Ligeramente antes
cold,92.4,3,Mucho antes
clear,253.4,8,Mucho antes
hot,205.5,5,Mucho antes
hot,95.8,4,Mucho antes
hot,268.7,7,Ligeramente antes
cold,134.6,5,Mucho antes
cold,32.7,1,Ligeramente antes
foggy,244.6,6,Mucho antes
cold,211.9,8,Mucho antes
rainy,12.5,3,Mucho antes
rainy,42.0,3,Ligeramente tarde
hot,268.1,5,Mucho antes
cold,13.1,1,Mucho antes
rainy,165.5,8,Mucho antes
hot,18.7,1,Mucho antes
hot,249.7,9,Mucho antes
foggy,48.3,3,Mucho antes
cold,180.4,3,Mucho antes
stormy,295.8,10,Mucho antes
stormy,199.7,7,Mucho antes
stormy,121.2,11,Mucho antes
stormy,110.5,7,Ligeramente antes
stormy,285.4,10,Ligeramente tarde
cold,176.7,5,Mucho antes
foggy,297.1,8,Mucho antes
rainy,19.4,5,Mucho tarde
stormy,243.4,10,Mucho antes
foggy,56.6,4,Mucho antes
hot,102.9,6,Mucho antes
cold,195.0,9,Ligeramente tarde
cold,242.2,7,Mucho antes
cold,171.0,4,Mucho antes
stormy,32.3,6,Mucho tarde
foggy,3.6,3,Mucho antes
cold,261.8,10,Ligeramente tarde
foggy,83.0,5,Mucho antes
cold,201.7,4,Mucho antes
cold,233.0,8,Mucho antes
stormy,210.9,8,Mucho antes
cold,31.2,2,Mucho antes
rainy,232.7,8,Ligeramente antes
clear,268.0,8,Mucho antes
stormy,238.4,8,Ligeramente tarde
rainy,153.6,5,Ligeramente antes
cold,60.7,3,Ligeramente antes
hot,187.9,3,Mucho antes
clear,210.5,5,Ligeramente antes
stormy,82.0,7,Ligeramente antes
hot,192.8,5,Mucho antes
foggy,262.7,10,Mucho antes
cold,115.1,5,Ligeramente tarde
hot,160.1,3,Mucho antes
hot,215.5,5,Mucho antes
rainy,222.7,7,Mucho antes
cold,193.7,8,Mucho tarde
hot,158.9,4,Mucho antes
hot,211.2,6,Mucho antes
hot,254.1,10,Mucho antes
cold,269.3,7,Mucho antes
hot,129.3,6,Mucho antes
cold,213.9,3,Mucho antes
rainy,121.8,8,Mucho antes
stormy,258.4,13,Mucho tarde
foggy,249.4,11,Mucho tarde
stormy,226.2,11,Mucho tarde
cold,147.3,4,Mucho antes
cold,161.9,8,Mucho antes
clear,240.5,8,Mucho antes
hot,15.4,0,Mucho antes
cold,170.7,5,Ligeramente antes
stormy,72.8,7,Ligeramente antes
stormy,181.3,12,Mucho antes
hot,143.5,3,Mucho antes
cold,191.7,5,Mucho antes
clear,29.1,2,Mucho antes
hot,278.0,10,Mucho antes
cold,175.5,5,Mucho antes
clear,89.0,3,Mucho antes
foggy,239.2,7,Mucho antes
hot,205.0,8,Mucho antes
clear,135.0,4,Mucho antes
rainy,84.4,7,Mucho antes
foggy,96.6,4,Ligeramente tarde
cold,16.3,2,Mucho antes
stormy,116.0,5,Ligeramente tarde
cold,154.3,6,Mucho antes
cold,252.7,8,Ligeramente antes
stormy,194.6,10,Mucho tarde
stormy,66.1,5,Mucho antes
hot,289.1,8,Mucho antes
clear,67.2,4,Mucho antes
rainy,185.7,7,Ligeramente antes
clear,99.2,5,Ligeramente tarde
clear,37.5,2,Ligeramente antes
foggy,247.2,9,Mucho antes
cold,177.2,5,Ligeramente antes
cold,157.9,5,Ligeramente antes
foggy,90.8,7,Mucho antes
foggy,233.9,8,Mucho antes
cold,256.0,6,Mucho antes
cold,251.1,5,Mucho antes
stormy,22.7,7,Mucho tarde
clear,60.4,1,Mucho antes
foggy,38.0,2,Ligeramente antes
stormy,92.0,6,Mucho antes
hot,34.7,3,Ligeramente tarde
cold,53.9,2,Mucho antes
stormy,212.2,10,Mucho tarde
foggy,201.0,6,Mucho antes
stormy,85.5,6,Mucho antes
stormy,247.4,11,Mucho antes
stormy,200.7,10,Ligeramente tarde
rainy,130.1,5,Mucho antes
rainy,7.5,4,Mucho antes
hot,197.1,7,Mucho antes
hot,235.0,7,Mucho antes
cold,68.0,3,Mucho antes
hot,36.6,4,Ligeramente tarde
foggy,95.2,7,Ligeramente antes
cold,211.0,6,Mucho antes
cold,288.8,10,Mucho antes
stormy,118.3,5,Mucho antes
clear,249.2,10,Mucho tarde
cold,228.5,5,Mucho antes
hot,266.2,7,Ligeramente antes
rainy,199.4,6,Mucho antes
rainy,284.0,12,Mucho tarde
clear,275.3,9,Mucho antes
clear,11.1,2,Mucho antes
foggy,155.5,6,Mucho antes
stormy,99.0,8,Ligeramente antes
stormy,254.1,12,Mucho antes
stormy,123.4,10,Mucho tarde
stormy,274.2,14,Mucho tarde
stormy,272.5,9,Ligeramente tarde
stormy,109.9,7,Mucho antes
hot,172.9,3,Mucho antes
cold,9.3,2,Mucho antes
foggy,107.8,7,Mucho tarde
stormy,197.8,9,Mucho antes
foggy,64.2,3,Mucho antes
cold,48.5,3,Mucho antes
hot,286.3,6,Mucho antes
rainy,175.5,9,Mucho antes
hot,169.9,5,Ligeramente antes
clear,246.3,11,Mucho antes
stormy,167.6,9,Mucho antes
cold,194.2,6,Ligeramente tarde
stormy,92.9,8,Mucho antes
clear,113.9,3,Ligeramente antes
stormy,82.8,7,Ligeramente antes
hot,180.0,7,Mucho antes
stormy,179.0,12,Mucho antes
cold,50.5,2,Mucho antes
foggy,229.5,6,Ligeramente antes
foggy,58.9,5,Ligeramente tarde
hot,205.9,7,Ligeramente tarde
stormy,19.8,7,Mucho tarde
hot,275.6,9,Mucho antes
rainy,19.0,4,Ligeramente tarde
hot,20.2,2,Mucho antes
foggy,26.8,5,Mucho tarde
cold,136.8,5,Mucho antes
foggy,165.7,7,Ligeramente antes
stormy,46.3,4,Mucho antes
clear,225.5,4,Mucho antes
cold,37.9,1,Mucho antes
clear,281.4,7,Mucho antes
foggy,130.9,4,Mucho antes
foggy,163.4,8,Mucho antes
cold,230.0,6,Mucho antes
stormy,249.2,11,Mucho antes
stormy,239.3,9,Mucho antes
hot,101.6,4,Mucho antes
stormy,223.7,7,Mucho antes
foggy,27.0,4,Mucho antes
cold,188.9,5,Mucho antes
stormy,107.5,7,Mucho antes
cold,6.1,1,Ligeramente antes
clear,237.6,8,Ligeramente tarde
rainy,263.9,14,Mucho tarde
foggy,39.0,5,Mucho antes
clear,50.3,1,Mucho antes
rainy,39.4,4,Mucho antes
hot,297.1,13,Mucho tarde
rainy,17.7,6,Mucho tarde
foggy,208.8,9,Mucho antes
clear,12.9,0,Mucho antes
clear,195.1,8,Ligeramente antes
cold,290.9,11,Mucho antes
rainy,52.6,6,Mucho antes
clear,207.3,9,Ligeramente tarde
foggy,210.9,9,Ligeramente tarde
foggy,98.8,2,Mucho antes
hot,265.2,5,Mucho antes
rainy,209.4,8,Ligeramente antes
clear,65.0,3,Mucho antes
cold,43.5,1,Mucho antes
stormy,253.0,12,Mucho tarde
foggy,11.4,2,Mucho antes
clear,260.7,5,Mucho antes
rainy,28.8,7,Ligeramente antes
hot,261.7,5,Mucho antes
cold,77.2,2,Mucho antes
cold,242.4,10,Mucho antes
stormy,297.1,10,Mucho antes
foggy,85.0,3,Mucho antes
foggy,254.0,6,Ligeramente antes
cold,236.5,9,Mucho tarde
foggy,236.5,7,Mucho antes
cold,98.8,2,Mucho antes
cold,248.3,6,Ligeramente antes
foggy,283.8,10,Mucho antes
foggy,4.7,1,Ligeramente antes
rainy,242.3,7,Mucho antes
stormy,26.5,7,Mucho antes
rainy,62.7,5,Ligeramente tarde
rainy,115.0,8,Ligeramente antes
cold,296.2,12,Mucho tarde
stormy,217.9,9,Mucho tarde
foggy,297.1,9,Mucho antes
clear,117.6,3,Mucho antes
foggy,217.3,11,Mucho antes
clear,201.1,5,Mucho antes
clear,3.6,2,Mucho antes
clear,28.9,1,Mucho antes
rainy,4.9,6,Mucho tarde
cold,141.5,6,Mucho antes
cold,173.5,8,Mucho antes
stormy,13.5,6,Mucho antes
cold,75.2,3,Mucho antes
foggy,235.9,10,Mucho antes
rainy,37.5,3,Ligeramente tarde
hot,206.1,8,Ligeramente tarde
hot,136.5,6,Mucho antes
foggy,25.0,3,Mucho antes
hot,220.8,10,Mucho tarde
stormy,254.4,12,Mucho antes
foggy,160.3,5,Mucho antes
cold,163.9,6,Mucho antes
hot,17.6,2,Mucho antes
clear,285.7,8,Ligeramente antes
cold,263.6,10,Mucho antes
cold,297.1,7,Mucho antes
hot,221.9,8,Ligeramente antes
foggy,187.0,8,Mucho antes
stormy,262.2,13,Mucho antes
clear,281.3,8,Mucho antes
stormy,276.0,9,Ligeramente tarde
foggy,11.8,2,Mucho antes
cold,232.1,6,Mucho antes
foggy,111.8,3,Ligeramente antes
hot,244.2,4,Mucho antes
stormy,19.0,7,Mucho antes
cold,157.2,7,Mucho antes
cold,294.1,7,Ligeramente antes
cold,181.0,10,Mucho antes
rainy,17.6,1,Mucho antes
clear,288.0,9,Ligeramente tarde
stormy,85.4,7,Ligeramente antes
hot,278.7,7,Ligeramente antes
hot,69.6,2,Mucho antes
clear,147.5,6,Mucho antes
cold,39.2,3,Mucho antes
cold,264.3,6,Mucho antes
cold,199.5,8,Mucho antes
clear,33.8,1,Mucho antes
stormy,253.6,11,Mucho tarde
rainy,297.1,15,Mucho tarde
hot,285.8,9,Ligeramente tarde
rainy,13.8,7,Ligeramente antes
cold,238.3,6,Mucho antes
cold,277.6,7,Mucho antes
cold,297.1,9,Ligeramente tarde
cold,283.0,6,Ligeramente antes
stormy,263.0,12,Mucho tarde
stormy,271.4,11,Mucho antes
foggy,65.3,6,Mucho antes
stormy,286.8,12,Mucho antes
stormy,231.0,10,Ligeramente tarde
stormy,92.5,8,Mucho antes
rainy,137.3,11,Mucho antes
stormy,96.3,10,Mucho tarde
foggy,207.9,8,Mucho antes
clear,38.7,2,Mucho antes
cold,93.3,6,Mucho tarde
rainy,217.3,9,Mucho tarde
stormy,237.0,7,Mucho antes
stormy,150.0,11,Mucho tarde
rainy,184.0,12,Mucho tarde
rainy,224.5,10,Mucho antes
foggy,142.7,5,Mucho antes
stormy,187.0,12,Mucho tarde
cold,39.6,3,Mucho antes
cold,286.5,8,Ligeramente antes
cold,65.2,3,Mucho antes
hot,135.8,6,Mucho antes
hot,272.8,5,Mucho antes
stormy,115.1,6,Ligeramente tarde
foggy,64.3,5,Ligeramente tarde
rainy,254.4,7,Ligeramente antes
hot,35.6,0,Mucho antes
foggy,245.9,11,Mucho antes
cold,41.4,3,Mucho antes
clear,9.2,1,Mucho antes
stormy,63.4,8,Mucho tarde
clear,98.7,2,Mucho antes
foggy,122.1,3,Mucho antes
cold,240.3,6,Mucho antes
rainy,261.9,9,Ligeramente tarde
cold,106.8,3,Ligeramente antes
cold,51.0,3,Ligeramente antes
stormy,118.2,8,Ligeramente antes
cold,232.2,7,Mucho antes
stormy,288.0,17,Ligeramente tarde
cold,90.5,2,Mucho antes
rainy,10.8,3,Ligeramente tarde
rainy,263.7,11,Mucho antes
foggy,100.2,4,Mucho antes
cold,193.2,8,Ligeramente antes
rainy,43.4,2,Mucho antes
cold,136.9,5,Mucho antes
cold,129.5,3,Ligeramente antes
stormy,181.9,10,Mucho antes
hot,185.6,6,Mucho antes
clear,137.8,5,Mucho antes
rainy,293.0,12,Mucho antes
foggy,291.0,7,Ligeramente antes
foggy,63.2,2,Ligeramente antes
clear,134.6,5,Mucho antes
clear,135.8,3,Ligeramente antes
foggy,124.6,5,Ligeramente tarde
rainy,11.1,4,Mucho antes
cold,180.9,5,Ligeramente antes
rainy,84.1,6,Mucho antes
hot,4.4,2,Mucho antes
clear,204.1,8,Ligeramente antes
cold,259.7,9,Mucho antes
cold,11.0,2,Mucho antes
clear,248.4,8,Ligeramente tarde
clear,184.0,3,Mucho antes
cold,100.8,3,Mucho antes
stormy,177.0,10,Mucho tarde
hot,153.5,3,Mucho antes
foggy,193.9,8,Mucho antes
clear,156.2,5,Mucho antes
foggy,130.2,5,Ligeramente tarde
hot,8.1,1,Mucho antes
clear,106.8,3,Mucho antes
foggy,97.4,5,Mucho antes
hot,60.9,3,Mucho antes
stormy,86.7,5,Mucho antes
rainy,290.6,10,Mucho tarde
stormy,66.7,7,Mucho antes
hot,30.5,2,Ligeramente antes
hot,260.1,8,Mucho antes
rainy,154.8,6,Mucho antes
cold,276.1,6,Mucho antes
cold,12.0,1,Ligeramente antes
stormy,164.5,13,Mucho antes
rainy,92.9,5,Mucho antes
foggy,108.0,5,Mucho antes
hot,222.9,7,Mucho antes
hot,223.1,9,Mucho antes
hot,142.9,3,Ligeramente antes
foggy,11.4,4,Ligeramente tarde
cold,280.4,7,Mucho antes
foggy,3.6,5,Mucho antes
cold,158.8,5,Mucho antes
cold,61.3,3,Mucho antes
stormy,149.0,7,Mucho antes
cold,24.4,0,Mucho antes
hot,7.8,1,Ligeramente antes
rainy,253.8,9,Mucho antes
stormy,66.1,6,Mucho antes
rainy,77.3,5,Mucho antes
cold,6.6,2,Mucho antes
cold,243.2,5,Mucho antes
stormy,169.4,6,Mucho antes
clear,243.1,7,Mucho antes
cold,133.3,4,Mucho antes
rainy,192.6,10,Ligeramente tarde
rainy,158.8,5,Mucho antes
clear,233.2,8,Ligeramente tarde
clear,103.2,4,Mucho antes
cold,35.7,3,Mucho antes
clear,71.0,3,Mucho antes
stormy,167.5,9,Mucho antes
stormy,84.0,5,Mucho antes
stormy,50.7,6,Mucho antes
cold,266.1,9,Ligeramente tarde
hot,97.3,3,Mucho antes
rainy,11.6,7,Ligeramente antes
hot,172.9,4,Mucho antes
stormy,223.3,14,Mucho tarde
rainy,52.1,6,Mucho antes
stormy,150.0,9,Ligeramente tarde
hot,32.5,2,Mucho antes
stormy,58.9,6,Mucho antes
stormy,78.3,7,Ligeramente antes
rainy,238.9,9,Mucho antes
hot,55.2,3,Ligeramente antes
rainy,28.7,4,Ligeramente tarde
foggy,111.8,5,Mucho antes
hot,294.8,12,Mucho tarde
cold,162.3,2,Mucho antes
clear,158.6,5,Mucho antes
cold,238.5,11,Mucho antes
hot,141.6,3,Mucho antes
rainy,216.4,9,Ligeramente tarde
clear,20.9,2,Ligeramente antes
rainy,83.7,7,Mucho tarde
clear,128.2,4,Mucho antes
rainy,100.4,7,Mucho tarde
rainy,10.9,4,Ligeramente tarde
clear,148.8,7,Mucho antes
foggy,80.3,5,Mucho antes
hot,134.7,6,Mucho antes
cold,259.3,10,Mucho antes
cold,36.1,1,Mucho antes
foggy,151.4,8,Mucho antes
stormy,111.8,10,Ligeramente tarde
foggy,92.5,3,Mucho antes
stormy,118.7,6,Mucho antes
hot,36.8,3,Ligeramente tarde
foggy,171.4,9,Mucho antes
rainy,133.5,9,Ligeramente tarde
cold,267.3,9,Mucho antes
